year,team,tg,g,pa,hr,r,rbi,sb,bb%,k%,iso,babip,avg,obp,slg,woba,wrc+,bsr,off,def,war,era,whip,defeff,rtot,defrunssaved,made_playoffs
2003,LOS ANGELES DODGERS,162,2292,6036,124,574,544,80,6.70%,16.30%,0.125,0.275,0.243,0.303,0.368,0.294,78,-10.2,-178.7,84.4,10.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,LOS ANGELES DODGERS,162,2302,6146,155,713,693,96,7.00%,15.30%,0.146,0.291,0.264,0.32,0.409,0.317,96,-3.5,-36.0,78.4,24.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2001,LOS ANGELES DODGERS,162,2084,6169,206,758,714,89,8.40%,17.20%,0.17,0.279,0.255,0.323,0.425,0.322,97,-0.7,-23.8,9.0,18.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2000,LOS ANGELES DODGERS,162,2057,6312,211,798,756,95,10.60%,17.20%,0.174,0.283,0.257,0.341,0.431,0.337,99,0.5,-4.5,46.3,23.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2024,ARIZONA DIAMONDBACKS,162,2436,6284,211,886,845,119,9.10%,20.10%,0.177,0.302,0.263,0.337,0.44,0.337,115,12.5,121.5,-3.3,33.8,4.67,1.37,0.683,-15.0,-29.0,0
2023,ARIZONA DIAMONDBACKS,162,2406,6124,166,746,706,166,8.80%,20.40%,0.158,0.293,0.25,0.322,0.408,0.317,96,18.9,-8.7,-1.5,19.7,4.48,1.34,0.687,-8.0,-6.0,1
2022,ARIZONA DIAMONDBACKS,162,2407,6027,173,702,658,104,8.80%,22.20%,0.155,0.272,0.23,0.304,0.385,0.303,93,16.8,-35.4,12.5,19.4,4.26,1.29,0.701,6.0,-17.0,0
2021,ARIZONA DIAMONDBACKS,162,2449,6144,144,679,644,43,8.70%,23.80%,0.146,0.295,0.236,0.309,0.382,0.301,86,-4.8,-116.3,20.2,11.0,5.11,1.44,0.682,-34.0,-50.0,0
2020,ARIZONA DIAMONDBACKS,60,862,2238,58,269,255,23,8.10%,20.60%,0.15,0.282,0.241,0.312,0.391,0.306,88,3.0,-32.0,4.6,5.3,4.84,1.44,0.684,-7.0,-12.0,0
2019,ARIZONA DIAMONDBACKS,162,2418,6315,220,813,778,88,8.60%,21.50%,0.182,0.293,0.252,0.323,0.434,0.319,93,14.1,-41.7,81.1,23.4,4.25,1.34,0.7,11.0,3.0,0
2018,ARIZONA DIAMONDBACKS,162,2409,6157,176,693,658,79,9.10%,23.70%,0.162,0.286,0.235,0.31,0.397,0.306,88,5.9,-82.2,89.5,20.2,3.72,1.24,0.713,45.0,6.0,0
2017,ARIZONA DIAMONDBACKS,162,2360,6224,220,812,776,103,9.30%,23.40%,0.19,0.306,0.254,0.329,0.445,0.329,95,8.4,-31.9,39.9,22.1,3.66,1.27,0.711,57.0,21.0,1
2016,ARIZONA DIAMONDBACKS,162,2399,6260,190,752,709,137,7.40%,22.80%,0.171,0.315,0.261,0.32,0.432,0.321,93,15.6,-42.1,8.6,16.9,5.09,1.49,0.682,-14.0,-8.0,0
2015,ARIZONA DIAMONDBACKS,162,2393,6276,154,720,680,132,7.80%,20.90%,0.15,0.316,0.264,0.324,0.414,0.319,95,12.5,-23.3,32.6,21.6,4.04,1.33,0.689,20.0,5.0,0
2014,ARIZONA DIAMONDBACKS,162,2274,6089,118,615,573,86,6.50%,19.10%,0.127,0.293,0.248,0.302,0.376,0.3,83,1.5,-112.8,46.2,12.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,ARIZONA DIAMONDBACKS,162,2349,6334,130,685,647,62,8.20%,18.00%,0.133,0.301,0.259,0.323,0.391,0.314,93,-18.5,-69.4,64.8,20.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,ARIZONA DIAMONDBACKS,162,2213,6150,165,734,710,93,8.80%,20.60%,0.159,0.307,0.259,0.328,0.418,0.323,97,-5.6,-30.7,50.7,21.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,ARIZONA DIAMONDBACKS,162,2230,6096,172,731,702,133,8.70%,20.50%,0.163,0.294,0.25,0.322,0.413,0.322,97,9.0,-14.8,116.9,30.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2010,ARIZONA DIAMONDBACKS,162,2271,6183,180,713,691,86,9.50%,24.70%,0.166,0.312,0.25,0.325,0.416,0.325,93,-8.3,-62.7,92.8,22.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,ARIZONA DIAMONDBACKS,162,2301,6269,173,720,686,102,9.10%,20.70%,0.165,0.299,0.253,0.324,0.418,0.324,89,13.1,-75.3,58.7,18.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,ARIZONA DIAMONDBACKS,162,2280,6156,159,720,683,58,9.50%,20.90%,0.164,0.299,0.251,0.327,0.415,0.324,88,12.1,-83.9,-13.7,10.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,ARIZONA DIAMONDBACKS,162,2305,6101,171,712,687,109,8.70%,18.20%,0.163,0.282,0.25,0.321,0.413,0.32,82,8.8,-132.9,34.1,10.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2006,ARIZONA DIAMONDBACKS,162,2282,6330,160,773,743,76,8.00%,15.20%,0.157,0.294,0.267,0.331,0.424,0.326,87,-6.6,-112.3,12.3,10.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,ARIZONA DIAMONDBACKS,162,2370,6327,191,696,670,67,9.60%,17.30%,0.165,0.285,0.256,0.332,0.421,0.328,91,1.3,-71.2,-10.7,12.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,ARIZONA DIAMONDBACKS,162,2295,6114,135,615,582,53,7.20%,16.70%,0.14,0.286,0.253,0.31,0.393,0.305,74,-7.7,-212.2,2.3,-0.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,ARIZONA DIAMONDBACKS,162,2319,6261,152,717,696,76,8.50%,16.10%,0.153,0.295,0.263,0.33,0.417,0.323,86,-10.8,-119.9,-6.9,7.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,ARIZONA DIAMONDBACKS,162,2331,6318,165,819,783,92,10.20%,16.10%,0.156,0.298,0.267,0.346,0.423,0.335,97,1.8,-21.0,38.6,22.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2001,ARIZONA DIAMONDBACKS,162,2180,6349,208,818,776,71,9.20%,16.60%,0.175,0.294,0.267,0.341,0.442,0.336,97,-2.6,-31.4,88.6,26.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2000,ARIZONA DIAMONDBACKS,162,2103,6241,179,792,756,97,8.60%,15.60%,0.164,0.29,0.265,0.333,0.429,0.332,88,-0.1,-102.7,59.2,15.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2024,CHICAGO CUBS,162,2364,6116,170,736,696,143,8.90%,22.30%,0.151,0.291,0.242,0.317,0.393,0.311,101,10.7,20.2,-5.4,22.6,4.05,1.26,0.71,4.0,-7.0,0
2023,CHICAGO CUBS,162,2328,6220,196,819,786,140,9.20%,22.40%,0.167,0.303,0.254,0.33,0.421,0.326,106,8.0,57.5,-10.4,25.8,4.11,1.26,0.698,-2.0,16.0,0
2022,CHICAGO CUBS,162,2388,6072,159,657,620,111,8.30%,23.80%,0.148,0.294,0.238,0.311,0.387,0.307,100,8.1,5.6,-40.5,18.3,4.0,1.32,0.698,-14.0,37.0,0
2021,CHICAGO CUBS,162,2475,5972,210,705,672,86,8.40%,26.70%,0.171,0.296,0.237,0.312,0.407,0.311,94,-2.7,-51.0,35.8,18.6,4.87,1.4,0.691,-23.0,-19.0,0
2020,CHICAGO CUBS,60,908,2214,74,265,248,24,10.30%,25.70%,0.167,0.27,0.22,0.318,0.387,0.309,92,5.1,-17.8,4.8,8.2,4.0,1.3,0.706,-7.0,-4.0,1
2019,CHICAGO CUBS,162,2429,6195,256,814,783,45,9.40%,23.60%,0.2,0.297,0.252,0.331,0.452,0.33,100,-5.1,-2.3,57.2,24.5,4.1,1.33,0.705,20.0,9.0,0
2018,CHICAGO CUBS,163,2490,6369,167,761,722,66,9.00%,21.80%,0.152,0.313,0.258,0.333,0.41,0.321,100,-3.9,-2.8,56.0,25.6,3.95,1.35,0.693,26.0,7.0,1
2017,CHICAGO CUBS,162,2420,6283,223,822,785,62,9.90%,22.30%,0.182,0.302,0.255,0.338,0.437,0.331,101,-3.2,8.4,45.4,26.9,3.95,1.29,0.704,18.0,21.0,1
2016,CHICAGO CUBS,162,2332,6335,199,808,767,66,10.40%,21.10%,0.173,0.302,0.256,0.343,0.429,0.333,106,3.5,47.5,91.3,34.8,3.15,1.11,0.728,103.0,82.0,1
2015,CHICAGO CUBS,162,2406,6200,171,689,657,95,9.10%,24.50%,0.154,0.305,0.244,0.321,0.398,0.313,96,15.1,-15.8,63.6,25.4,3.36,1.15,0.71,45.0,51.0,1
2014,CHICAGO CUBS,162,2358,6102,157,614,590,65,7.20%,24.20%,0.146,0.296,0.239,0.3,0.385,0.303,91,4.0,-59.5,13.2,15.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,CHICAGO CUBS,162,2294,6079,172,602,576,63,7.20%,20.20%,0.154,0.275,0.238,0.3,0.392,0.304,90,-11.9,-78.3,26.2,14.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,CHICAGO CUBS,162,2341,5967,137,613,570,94,7.50%,20.70%,0.138,0.286,0.24,0.302,0.378,0.297,81,-6.0,-138.9,64.5,11.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,CHICAGO CUBS,162,2373,6130,148,654,610,69,6.90%,19.60%,0.144,0.301,0.256,0.314,0.401,0.314,91,-17.7,-80.2,26.4,14.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,CHICAGO CUBS,162,2307,6140,149,685,658,55,7.80%,20.10%,0.145,0.304,0.257,0.32,0.401,0.318,90,-10.3,-81.7,23.7,13.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,CHICAGO CUBS,161,2343,6244,161,707,678,56,9.50%,19.00%,0.152,0.296,0.255,0.332,0.407,0.324,90,-13.2,-89.3,36.9,14.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,CHICAGO CUBS,161,2345,6384,184,855,811,87,10.00%,18.60%,0.165,0.321,0.278,0.354,0.443,0.349,104,6.1,33.2,60.4,29.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2007,CHICAGO CUBS,162,2379,6268,151,752,711,86,8.00%,16.80%,0.15,0.308,0.271,0.333,0.422,0.329,90,-3.9,-87.0,96.6,21.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2006,CHICAGO CUBS,162,2399,6147,166,716,677,121,6.40%,15.10%,0.154,0.294,0.268,0.319,0.422,0.32,84,-1.0,-128.9,65.3,13.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,CHICAGO CUBS,162,2276,6161,194,703,674,65,6.80%,14.90%,0.17,0.291,0.27,0.324,0.44,0.329,95,-5.6,-47.3,59.4,21.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,CHICAGO CUBS,162,2290,6281,235,789,755,66,7.80%,17.20%,0.19,0.292,0.268,0.328,0.458,0.336,98,-12.0,-26.2,74.9,25.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,CHICAGO CUBS,162,2285,6187,172,724,691,73,8.00%,18.70%,0.157,0.297,0.259,0.323,0.416,0.321,91,-9.4,-83.7,50.9,16.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2002,CHICAGO CUBS,162,2294,6242,200,706,676,63,9.40%,20.30%,0.167,0.283,0.246,0.321,0.413,0.32,93,-7.0,-59.2,26.5,17.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2001,CHICAGO CUBS,162,2271,6219,194,777,748,67,9.30%,17.30%,0.169,0.29,0.261,0.336,0.43,0.329,98,-2.6,-21.8,29.3,20.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2000,CHICAGO CUBS,162,2269,6397,183,764,722,93,9.90%,17.50%,0.155,0.288,0.256,0.335,0.411,0.327,89,2.4,-95.0,47.8,15.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2024,ST. LOUIS CARDINALS,162,2352,6114,165,672,639,91,7.80%,21.60%,0.144,0.294,0.248,0.312,0.392,0.307,98,-3.1,-18.0,-21.4,17.0,4.76,1.43,0.681,-57.0,-13.0,0
2023,ST. LOUIS CARDINALS,162,2298,6204,209,719,697,101,9.20%,21.40%,0.166,0.291,0.25,0.326,0.416,0.322,103,-7.2,16.0,-41.9,18.4,4.45,1.46,0.684,-30.0,-8.0,0
2022,ST. LOUIS CARDINALS,162,2355,6165,197,772,739,95,8.70%,19.90%,0.168,0.289,0.252,0.325,0.42,0.326,112,3.5,86.7,0.5,31.4,3.79,1.27,0.712,7.0,29.0,1
2021,ST. LOUIS CARDINALS,162,2384,6001,198,706,678,89,8.00%,22.30%,0.168,0.287,0.244,0.313,0.412,0.312,95,10.7,-26.2,74.6,25.0,3.98,1.3,0.713,21.0,21.0,1
2020,ST. LOUIS CARDINALS,58,827,2011,51,240,231,18,10.20%,23.70%,0.137,0.29,0.234,0.323,0.371,0.306,93,-4.4,-21.1,3.8,6.9,3.9,1.3,0.714,8.0,20.0,1
2019,ST. LOUIS CARDINALS,162,2413,6167,210,764,714,116,9.10%,23.00%,0.17,0.292,0.245,0.322,0.415,0.314,95,10.0,-28.2,49.4,21.2,3.8,1.3,0.704,17.0,33.0,1
2018,ST. LOUIS CARDINALS,162,2464,6200,205,759,725,63,8.50%,22.30%,0.16,0.294,0.249,0.321,0.409,0.316,99,-10.7,-15.7,2.6,18.2,4.0,1.3,0.706,-6.0,8.0,0
2017,ST. LOUIS CARDINALS,162,2416,6219,196,761,728,81,9.50%,21.70%,0.17,0.304,0.256,0.334,0.426,0.326,101,2.7,9.0,28.4,25.0,4.01,1.3,0.702,12.0,5.0,0
2016,ST. LOUIS CARDINALS,162,2400,6223,225,779,745,35,8.50%,21.20%,0.187,0.294,0.255,0.325,0.443,0.329,105,-11.0,25.0,24.7,25.3,4.08,1.33,0.699,-7.0,10.0,0
2015,ST. LOUIS CARDINALS,162,2406,6139,137,647,619,69,8.20%,20.60%,0.142,0.303,0.253,0.321,0.394,0.311,97,0.9,-21.2,53.8,23.6,2.94,1.23,0.72,26.0,3.0,1
2014,ST. LOUIS CARDINALS,162,2324,6086,105,619,585,57,7.70%,18.60%,0.116,0.3,0.253,0.32,0.369,0.308,95,-15.5,-49.0,29.0,18.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2013,ST. LOUIS CARDINALS,162,2341,6202,125,783,745,45,7.80%,17.90%,0.133,0.314,0.269,0.332,0.401,0.322,104,-9.1,21.0,28.6,25.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2012,ST. LOUIS CARDINALS,162,2391,6326,159,765,732,91,8.40%,18.80%,0.15,0.316,0.271,0.338,0.421,0.329,106,-1.6,46.5,31.7,28.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2011,ST. LOUIS CARDINALS,162,2403,6242,162,762,726,57,8.70%,15.70%,0.151,0.305,0.273,0.341,0.425,0.334,112,-16.5,72.3,12.6,29.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2010,ST. LOUIS CARDINALS,162,2347,6241,150,736,689,79,8.70%,16.50%,0.139,0.296,0.263,0.332,0.402,0.322,99,1.8,-6.8,53.8,24.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,ST. LOUIS CARDINALS,162,2358,6168,160,730,694,75,8.60%,16.90%,0.152,0.296,0.263,0.332,0.415,0.325,98,13.4,-1.6,44.6,23.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2008,ST. LOUIS CARDINALS,162,2396,6370,174,779,744,73,9.10%,15.50%,0.152,0.312,0.281,0.35,0.433,0.342,107,-10.0,46.4,84.9,33.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,ST. LOUIS CARDINALS,162,2440,6211,141,725,690,56,8.10%,14.60%,0.132,0.303,0.274,0.337,0.405,0.326,94,-12.7,-61.3,40.6,18.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,ST. LOUIS CARDINALS,161,2359,6225,184,781,745,59,8.50%,14.80%,0.163,0.292,0.269,0.337,0.431,0.331,98,5.9,-13.3,46.0,23.3,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2005,ST. LOUIS CARDINALS,162,2324,6246,170,805,757,83,8.50%,15.20%,0.153,0.297,0.27,0.339,0.423,0.331,100,9.0,12.4,54.6,27.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2004,ST. LOUIS CARDINALS,162,2381,6297,214,855,817,111,8.70%,17.20%,0.182,0.307,0.278,0.344,0.46,0.344,107,18.9,72.1,60.7,33.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2003,ST. LOUIS CARDINALS,162,2391,6466,196,876,827,82,9.00%,14.70%,0.175,0.302,0.279,0.35,0.454,0.346,109,9.2,83.9,53.5,34.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,ST. LOUIS CARDINALS,162,2366,6246,175,787,758,86,8.70%,14.80%,0.157,0.292,0.268,0.338,0.425,0.331,101,11.7,18.1,82.2,30.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2001,ST. LOUIS CARDINALS,162,2300,6177,199,814,768,91,8.60%,17.60%,0.172,0.302,0.27,0.339,0.441,0.335,101,2.7,11.2,103.0,31.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2000,ST. LOUIS CARDINALS,162,2196,6369,235,887,841,87,10.60%,19.70%,0.185,0.308,0.27,0.356,0.455,0.353,105,-5.2,36.0,82.1,31.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2024,MILWAUKEE BREWERS,162,2381,6170,177,777,742,217,9.70%,23.60%,0.155,0.305,0.248,0.326,0.403,0.319,104,19.7,47.3,10.9,27.2,3.91,1.21,0.711,-9.0,64.0,0
2023,MILWAUKEE BREWERS,162,2358,6084,165,728,696,129,9.70%,23.20%,0.146,0.292,0.24,0.319,0.385,0.309,92,6.1,-53.3,32.0,18.5,3.88,1.22,0.708,4.0,39.0,1
2022,MILWAUKEE BREWERS,162,2363,6122,219,725,703,96,9.40%,23.90%,0.174,0.279,0.235,0.315,0.409,0.317,104,1.7,26.9,-7.9,24.1,3.85,1.22,0.708,9.0,64.0,0
2021,MILWAUKEE BREWERS,162,2403,6099,194,738,700,82,9.60%,24.00%,0.163,0.283,0.233,0.317,0.396,0.31,92,2.8,-59.6,33.9,17.9,3.5,1.18,0.719,36.0,16.0,1
2020,MILWAUKEE BREWERS,60,906,2188,75,247,238,15,10.10%,26.60%,0.166,0.278,0.223,0.313,0.389,0.307,90,-7.4,-35.7,6.1,6.4,4.16,1.29,0.714,11.0,9.0,1
2019,MILWAUKEE BREWERS,162,2514,6309,250,769,744,101,10.00%,24.80%,0.192,0.296,0.246,0.329,0.438,0.324,97,6.1,-20.2,56.3,23.0,4.4,1.35,0.693,-23.0,-12.0,1
2018,MILWAUKEE BREWERS,163,2496,6210,218,754,711,124,8.60%,23.50%,0.172,0.302,0.252,0.323,0.424,0.322,100,3.1,2.6,80.5,28.1,3.73,1.24,0.71,14.0,6.0,1
2017,MILWAUKEE BREWERS,162,2423,6135,224,732,695,128,8.90%,25.60%,0.18,0.308,0.249,0.322,0.429,0.321,94,4.9,-46.0,59.3,22.3,4.0,1.33,0.699,-7.0,3.0,0
2016,MILWAUKEE BREWERS,162,2342,6061,194,671,641,181,9.90%,25.50%,0.163,0.304,0.244,0.322,0.407,0.315,92,7.8,-52.6,17.4,16.1,4.08,1.41,0.686,-7.0,-1.0,0
2015,MILWAUKEE BREWERS,162,2377,6024,145,655,624,84,6.80%,21.60%,0.142,0.303,0.251,0.307,0.393,0.304,87,1.5,-87.9,20.7,12.6,4.28,1.37,0.69,-2.0,-6.0,0
2014,MILWAUKEE BREWERS,162,2327,6065,150,650,617,102,7.00%,19.70%,0.147,0.293,0.25,0.311,0.397,0.313,94,-12.1,-56.2,53.8,19.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,MILWAUKEE BREWERS,162,2335,6064,157,640,610,142,6.70%,19.50%,0.145,0.294,0.252,0.311,0.398,0.311,91,-6.9,-66.0,88.5,22.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2012,MILWAUKEE BREWERS,162,2415,6224,202,776,741,158,7.50%,19.90%,0.177,0.299,0.259,0.325,0.437,0.329,102,12.1,29.5,46.6,27.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,MILWAUKEE BREWERS,162,2292,6113,185,721,693,94,7.90%,17.70%,0.164,0.293,0.261,0.325,0.425,0.327,103,0.3,20.6,82.9,30.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2010,MILWAUKEE BREWERS,162,2262,6304,182,750,710,81,8.70%,19.30%,0.161,0.304,0.262,0.335,0.424,0.334,104,0.6,32.4,61.6,29.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2009,MILWAUKEE BREWERS,162,2321,6296,182,785,757,68,9.70%,19.60%,0.164,0.305,0.263,0.341,0.426,0.336,103,-9.6,10.2,36.4,24.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,MILWAUKEE BREWERS,162,2227,6252,198,750,722,108,8.80%,19.20%,0.179,0.287,0.253,0.325,0.431,0.329,97,8.9,-11.7,57.2,24.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2007,MILWAUKEE BREWERS,162,2330,6238,231,801,774,96,8.00%,18.20%,0.194,0.289,0.262,0.329,0.456,0.337,100,7.4,7.7,44.1,25.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,MILWAUKEE BREWERS,162,2206,6130,180,730,695,71,8.20%,20.10%,0.162,0.3,0.258,0.327,0.42,0.322,89,-1.5,-87.8,47.7,15.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2005,MILWAUKEE BREWERS,162,2226,6156,175,726,689,79,8.60%,18.90%,0.163,0.298,0.259,0.331,0.423,0.327,95,-5.2,-44.4,37.3,19.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2004,MILWAUKEE BREWERS,161,2255,6195,135,634,601,138,8.70%,21.20%,0.139,0.3,0.248,0.321,0.387,0.309,82,1.8,-144.7,36.7,9.8,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2003,MILWAUKEE BREWERS,162,2293,6270,196,714,685,99,8.70%,19.50%,0.163,0.294,0.256,0.329,0.419,0.325,93,-27.1,-81.9,-26.6,9.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2002,MILWAUKEE BREWERS,162,2329,6083,139,627,597,94,8.20%,18.50%,0.137,0.294,0.253,0.32,0.39,0.312,86,-26.4,-131.8,28.0,9.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2001,MILWAUKEE BREWERS,162,2303,6148,209,740,712,66,7.90%,22.80%,0.175,0.299,0.251,0.319,0.426,0.32,90,-2.7,-85.2,31.8,14.5,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2000,MILWAUKEE BREWERS,163,2207,6355,177,740,708,72,9.80%,19.60%,0.158,0.284,0.246,0.325,0.403,0.319,82,-5.1,-157.3,67.0,11.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2024,ATLANTA BRAVES,162,2283,6075,213,704,674,69,8.00%,24.00%,0.172,0.291,0.243,0.309,0.415,0.315,100,-10.1,-7.8,-15.5,18.5,4.35,1.28,0.691,-4.0,-8.0,1
2023,ATLANTA BRAVES,162,2278,6249,307,947,916,132,8.60%,20.60%,0.225,0.306,0.276,0.344,0.501,0.359,125,9.4,205.2,-7.4,40.9,4.14,1.3,0.682,-15.0,-7.0,1
2022,ATLANTA BRAVES,162,2259,6082,243,789,753,87,7.70%,24.60%,0.19,0.303,0.253,0.317,0.443,0.33,112,0.6,84.2,-14.0,29.3,3.45,1.19,0.706,18.0,5.0,0
2021,ATLANTA BRAVES,161,2392,6056,239,790,762,59,9.10%,24.00%,0.191,0.288,0.244,0.319,0.435,0.323,99,2.2,-5.4,38.0,23.6,3.88,1.24,0.707,22.0,2.0,1
2020,ATLANTA BRAVES,60,900,2344,103,348,338,23,10.20%,24.40%,0.215,0.322,0.268,0.349,0.483,0.355,120,2.4,61.7,4.5,12.7,4.41,1.36,0.688,-7.0,-8.0,1
2019,ATLANTA BRAVES,162,2411,6302,249,855,824,89,9.80%,23.30%,0.195,0.305,0.258,0.336,0.452,0.332,101,9.3,16.7,48.6,25.9,4.2,1.34,0.698,3.0,-8.0,1
2018,ATLANTA BRAVES,162,2377,6251,175,759,717,90,8.20%,20.60%,0.161,0.302,0.257,0.324,0.417,0.319,96,12.5,-18.6,70.7,25.1,3.75,1.27,0.709,25.0,6.0,1
2017,ATLANTA BRAVES,162,2374,6216,165,732,706,77,7.60%,19.00%,0.15,0.305,0.263,0.326,0.412,0.316,89,4.0,-87.8,17.1,14.3,4.72,1.35,0.69,-28.0,-22.0,0
2016,ATLANTA BRAVES,161,2390,6192,122,649,615,75,8.10%,20.00%,0.13,0.305,0.255,0.321,0.384,0.304,86,-0.2,-104.8,27.7,12.2,4.51,1.4,0.693,9.0,-32.0,0
2015,ATLANTA BRAVES,162,2340,6034,100,573,548,69,7.80%,18.30%,0.108,0.297,0.251,0.314,0.359,0.296,84,-2.7,-115.5,22.4,9.9,4.41,1.35,0.693,-4.0,-8.0,0
2014,ATLANTA BRAVES,162,2252,6064,123,573,545,95,7.80%,22.60%,0.119,0.298,0.241,0.305,0.36,0.296,86,-4.4,-98.9,38.8,13.6,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2013,ATLANTA BRAVES,162,2293,6133,181,688,656,64,8.80%,22.60%,0.153,0.3,0.249,0.321,0.402,0.318,102,-5.7,3.8,49.6,25.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2012,ATLANTA BRAVES,162,2264,6126,149,700,660,101,9.30%,21.00%,0.142,0.296,0.247,0.32,0.389,0.31,92,7.2,-48.9,121.5,27.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2011,ATLANTA BRAVES,162,2322,6169,173,641,606,77,8.20%,20.40%,0.144,0.284,0.243,0.308,0.387,0.306,91,-4.8,-70.5,52.4,18.1,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2010,ATLANTA BRAVES,162,2376,6252,139,738,699,63,10.10%,18.20%,0.143,0.301,0.258,0.339,0.401,0.327,100,-2.1,-2.9,33.6,23.0,4.261533,1.317267,0.69817,-3.213333,-2.316667,1
2009,ATLANTA BRAVES,162,2335,6335,149,735,700,58,9.50%,16.80%,0.142,0.3,0.263,0.339,0.405,0.327,97,-20.2,-44.2,64.6,21.9,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2008,ATLANTA BRAVES,162,2407,6368,130,753,721,58,9.70%,16.10%,0.138,0.309,0.27,0.345,0.408,0.332,99,-5.8,-12.5,52.4,24.4,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2007,ATLANTA BRAVES,162,2398,6374,176,810,781,64,8.40%,18.00%,0.16,0.314,0.275,0.339,0.435,0.337,99,-6.2,-12.5,80.4,27.2,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
2006,ATLANTA BRAVES,162,2435,6284,222,849,818,52,8.40%,18.60%,0.184,0.304,0.27,0.337,0.455,0.339,100,-13.4,-13.1,48.1,23.7,4.261533,1.317267,0.69817,-3.213333,-2.316667,0
